UID,time,amount,price,freight,discount,Shipping discount
856,2017/6/24 19:09,1,33.5625,2.99,0,-2.99
238,2017/8/12 19:27,2,37.4625,0,0,0
469,2017/11/17 12:39,8,138.7125,0,0,0
667,2017/2/7 4:26,4,44.9625,0,0,0
735,2017/9/29 16:55,2,22.4625,0,0,0
164,2017/11/25 3:36,4,37.4625,0,0,0
858,2017/4/2 1:52,7,37.4625,0,0,0
239,2017/1/4 2:28,5,41.0625,0,0,0
163,2017/2/4 16:15,7,37.4625,0,0,0
662,2017/7/31 23:31,4,48.7125,0,0,0
21,2017/11/24 6:51,8,74.9625,0,0,0
213,2017/5/8 12:58,2,48.7125,0,0,0
771,2017/5/25 19:40,1,29.9625,0,0,0
410,2017/6/19 6:10,10,48.7125,0,-0.5,0
845,2017/1/31 3:17,6,22.4625,0,0,0
935,2017/10/24 13:52,3,48.7125,0,0,0
62,2017/1/17 23:37,9,44.9625,0,0,0
804,2017/11/19 4:10,5,29.8125,0,0,0
10,2017/7/18 15:07,9,29.9625,3.99,0,0
749,2017/2/11 23:02,7,86.2125,0,0,0
761,2017/5/17 1:36,7,29.8125,0,0,0
884,2017/6/2 17:52,5,52.4625,0,0,0
833,2017/9/14 20:54,8,67.4625,0,0,0
256,2017/2/27 15:07,4,74.9625,0,0,0
189,2017/1/24 4:34,2,26.2125,0,0,0
285,2017/7/20 8:19,6,67.4625,0,0,0
750,2017/7/16 21:39,5,44.8125,0,0,0
91,2017/7/11 15:00,12,97.425,0,0,0
369,2017/6/16 23:39,2,52.3125,0,0,0
80,2017/4/12 0:18,5,41.0625,0,0,0
404,2017/5/27 21:26,16,74.925,0,0,0
999,2017/10/23 18:06,8,26.2125,0,0,0
990,2017/3/8 0:24,9,52.4625,0,0,0
440,2017/4/17 23:51,6,22.4625,0,0,0
70,2017/10/1 1:01,6,24.7125,0,0,0
227,2017/10/29 16:53,7,41.2125,0,0,0
809,2017/5/16 6:22,9,41.2125,0,0,0
271,2017/5/9 23:02,9,52.4625,0,0,0
497,2017/9/25 14:50,4,59.9625,0,0,0
380,2017/11/26 9:33,2,67.4625,0,0,0
445,2017/2/27 20:57,3,101.2125,3.99,0,0
972,2017/4/7 13:34,4,86.2125,2.99,0,0
186,2017/8/17 23:14,4,26.2125,0,0,0
145,2017/4/10 10:05,2,59.8125,4.26,0,-4.26
384,2017/5/24 6:24,5,48.7125,0,-1.04,0
526,2017/12/17 0:06,3,89.9625,0.86,0,-0.86
918,2017/8/17 20:42,7,56.2125,0,0,0
438,2017/1/1 8:08,9,67.4625,0,0,0
398,2017/6/10 10:36,2,67.425,2.88,-2.7,-2.87
909,2017/4/24 17:22,8,48.7125,0,0,0
994,2017/4/5 10:32,7,48.7125,8.39,0,0
359,2017/4/3 5:37,3,63.7125,0,0,0
310,2017/5/7 19:45,7,44.8125,0,0,0
324,2017/11/24 16:58,5,89.9625,0,0,0
489,2017/7/12 5:06,3,26.2125,0,0,0
28,2017/2/19 16:34,9,29.9625,4.77,0,0
997,2017/2/2 2:51,2,56.0625,0,0,0
703,2017/9/24 22:13,8,22.4625,0,0,0
262,2017/11/18 15:57,6,22.4625,0,0,0
788,2017/3/4 6:28,10,71.2125,0,0,0
171,2017/10/30 15:15,3,33.7125,0,0,0
249,2017/6/21 15:11,3,56.2125,0,0,0
342,2017/4/22 11:20,8,59.9625,0,0,0
521,2017/7/29 0:33,7,37.4625,0,0,0
204,2017/11/27 21:58,10,33.7125,4.9,0,0
671,2017/2/26 18:42,9,33.7125,0,0,0
161,2017/8/2 14:17,7,37.4625,3.99,0,0
891,2017/1/6 3:45,2,59.9625,0,0,0
175,2017/8/2 22:22,8,52.4625,6.98,0,0
3,2017/3/15 19:32,5,52.4625,0,0,0
819,2017/2/10 20:00,2,44.8125,0,0,0
661,2017/9/25 2:40,3,33.7125,0,0,0
462,2017/1/5 0:56,4,44.8125,0,0,0
615,2017/8/23 1:45,8,44.9625,0,0,0
699,2017/11/14 6:53,6,108.7125,0,0,0
817,2017/7/1 2:05,5,29.9625,1.13,0,-1.13
494,2017/9/21 21:36,3,52.4625,3.44,0,-3.44
786,2017/12/8 6:58,5,44.9625,0,0,0
575,2017/3/6 2:54,9,22.4625,0,0,0
51,2017/12/8 15:57,2,52.4625,0,0,0
650,2017/1/16 16:37,5,22.4625,0,0,0
245,2017/8/31 4:19,10,41.0625,0,0,0
769,2017/1/5 17:48,2,33.7125,6.09,0,0
517,2017/1/7 14:01,8,44.925,0,0,0
753,2017/12/7 12:12,4,37.4625,0,0,0
454,2017/5/23 13:29,7,37.4625,0,0,0
751,2017/10/15 19:21,3,44.9625,0,0,0
755,2017/12/15 22:52,1,74.9625,0,0,0
96,2017/2/10 21:10,3,37.4625,3.08,0,0
137,2017/3/13 21:34,3,22.4625,0,0,0
501,2017/1/14 15:44,9,63.7125,0,0,0
428,2017/9/29 20:55,4,26.2125,0,0,0
787,2017/4/1 19:47,5,41.2125,0,0,0
988,2017/6/22 18:38,7,63.7125,0,0,0
450,2017/9/6 22:49,4,22.4625,0,0,0
29,2017/4/28 0:57,1,33.7125,0,0,0
516,2017/11/24 12:23,2,59.9625,0,0,0
653,2017/9/23 0:35,7,37.425,0,0,0
34,2017/4/12 3:29,8,67.4625,0,0,0
698,2017/7/20 6:06,2,41.0625,0,0,0
455,2017/6/27 1:59,6,67.125,0,0,0
403,2017/6/10 9:20,4,59.9625,0,0,0
695,2017/8/16 0:35,9,116.2125,0,0,0
26,2017/4/2 7:02,3,22.4625,2.76,-1,0
203,2017/12/2 4:45,2,50.9625,0,0,0
346,2017/4/14 14:40,3,104.9625,0,0,0
338,2017/1/28 19:38,2,22.4625,0,0,0
816,2017/7/4 18:53,2,56.2125,0,0,0
86,2017/2/15 21:54,5,67.3125,0,0,0
98,2017/2/13 18:49,6,23.5875,0,0,0
503,2017/1/6 23:25,6,59.9625,0,0,0
586,2017/8/31 21:54,5,52.4625,0,0,0
94,2017/1/29 4:13,6,104.9625,0,0,0
192,2017/6/13 2:31,5,33.7125,0,0,0
236,2017/1/7 18:04,2,22.4625,0,0,0
180,2017/5/17 14:45,4,228.7125,0,0,0
814,2017/7/7 19:36,7,33.5625,0,0,0
978,2017/4/23 12:52,7,56.2125,0,0,0
124,2017/11/23 13:14,7,74.9625,0,0,0
583,2017/6/14 7:04,3,22.4625,9.08,0,0
582,2017/11/15 18:51,3,44.9625,0,0,0
364,2017/4/21 15:13,6,56.2125,23.48,0,0
149,2017/6/24 0:11,9,37.4625,0,0,0
683,2017/6/14 15:59,2,59.8125,0,0,0
614,2017/11/29 15:16,8,74.9625,0,0,0
579,2017/11/1 19:10,7,44.9625,6.98,0,0
107,2017/8/4 2:32,7,37.4625,0,0,0
826,2017/9/26 20:42,7,41.2125,0,0,0
328,2017/11/6 22:14,9,41.2125,0,0,0
625,2017/4/22 19:42,10,33.7125,4.77,0,0
116,2017/1/22 23:21,4,26.2125,0,0,0
165,2017/3/19 0:16,10,101.2125,0,0,0
944,2017/11/13 22:36,2,33.7125,0,0,0
207,2017/2/13 3:21,8,71.2125,0,0,0
412,2017/9/15 22:01,2,71.2125,0,0,0
736,2017/6/26 5:38,6,52.4625,0,0,0
612,2017/11/2 9:01,2,67.4625,5.05,0,-5.05
916,2017/3/24 1:19,4,52.3125,0,0,0
352,2017/8/10 3:35,6,37.4625,0,0,0
8,2017/2/12 15:02,3,63.7125,0,0,0
366,2017/3/21 21:04,1,33.7125,0,0,0
294,2017/11/30 13:50,2,56.2125,0,0,0
232,2017/4/19 2:07,1,74.9625,0,0,0
513,2017/6/22 22:13,3,26.2125,5.53,0,-5.53
388,2017/8/28 18:57,7,33.7125,1.43,0,-1.43
561,2017/9/22 5:22,5,44.9625,0,0,0
158,2017/11/3 12:33,6,63.7125,0,0,0
756,2017/7/15 14:56,6,24.7125,0,0,0
689,2017/4/13 0:09,3,33.7125,3.33,-1,0
491,2017/12/1 21:42,1,74.9625,0,0,0
183,2017/12/14 0:29,7,131.2125,0,0,0
108,2017/1/24 21:15,8,63.5625,0,0,0
275,2017/1/29 21:11,8,23.5875,0,0,0
701,2017/2/20 10:28,9,41.2125,0,0,0
168,2017/1/17 12:52,7,52.3125,0,0,0
837,2017/2/14 23:32,4,41.2125,0,0,0
472,2017/5/17 22:41,5,56.2125,0,0,0
670,2017/2/27 21:02,5,48.7125,0,0,0
378,2017/6/6 5:46,3,26.2125,0,0,0
389,2017/12/3 17:46,2,37.4625,0,-0.94,0
377,2017/11/26 4:06,10,89.9625,0,0,0
831,2017/3/24 19:22,10,71.0625,0,0,0
67,2017/5/29 0:30,9,63.5625,0,0,0
269,2017/9/30 2:10,3,48.7125,0,0,0
847,2017/7/11 7:55,6,67.4625,0,0,0
169,2017/10/27 18:01,10,20.9625,0,0,0
332,2017/8/13 19:03,6,52.4625,0,0,0
448,2017/12/15 5:19,7,65.9625,0,0,0
818,2017/2/28 20:18,8,22.4625,0,0,0
31,2017/12/10 15:24,7,26.2125,0,0,0
556,2017/9/26 23:57,2,37.4625,3.99,0,0
16,2017/11/11 23:58,6,37.4625,0,0,0
768,2017/6/21 4:31,2,37.4625,0,-1,0
594,2017/11/15 14:51,5,67.4625,0,0,0
248,2017/9/2 17:42,9,44.9625,0,0,0
538,2017/12/14 21:22,7,48.5625,0,0,0
937,2017/3/10 16:00,7,26.2125,0,0,0
317,2017/9/25 2:49,3,37.4625,0,0,0
400,2017/10/12 12:16,8,29.8125,0,0,0
558,2017/10/3 18:42,6,26.2125,0,0,0
330,2017/5/20 14:16,3,48.7125,0,0,0
190,2017/5/3 4:17,3,44.8125,0,0,0
762,2017/12/14 20:18,1,26.2125,0,0,0
93,2017/10/9 2:14,1,48.7125,0,0,0
40,2017/2/23 17:52,7,52.4625,0,0,0
603,2017/1/14 2:32,27,67.3875,0,-2,0
908,2017/5/3 6:02,4,37.4625,0,0,0
656,2017/9/22 14:31,4,33.5625,8.99,0,0
965,2017/2/3 0:50,3,63.7125,1.98,0,-1.98
304,2017/2/2 20:04,4,41.175,3.69,0,-3.69
88,2017/11/22 9:52,4,71.2125,8.31,0,0
9,2017/1/29 18:50,6,37.4625,0,-1,0
951,2017/2/4 11:29,2,26.2125,0,0,0
437,2017/8/26 13:53,6,22.4625,0,0,0
157,2017/9/28 1:47,5,26.2125,0,0,0
717,2017/9/27 0:46,4,63.7125,0,0,0
321,2017/10/15 2:53,2,67.4625,0,0,0
677,2017/4/23 1:29,3,33.7125,0,0,0
265,2017/9/27 0:05,10,26.2125,0,0,0
251,2017/3/17 14:44,2,22.4625,0,0,0
350,2017/12/10 0:45,4,44.9625,0,0,0
932,2017/6/5 17:20,2,22.4625,0,0,0
396,2017/2/25 0:18,7,26.2125,0,0,0
802,2017/3/2 19:37,9,44.8125,0,0,0
57,2017/3/11 10:09,2,41.0625,3.52,0,0
461,2017/11/21 1:41,6,44.9625,3.9,0,-3.9
69,2017/2/3 1:23,7,44.9625,6.5,0,0
684,2017/9/17 1:01,4,33.7125,0,0,0
349,2017/1/4 23:39,2,29.9625,0,-1,0
405,2017/2/3 0:06,5,63.7125,0,0,0
705,2017/4/28 15:15,9,47.2125,0,0,0
401,2017/11/18 23:28,9,59.9625,0,0,0
900,2017/6/16 16:12,4,44.9625,0,0,0
329,2017/9/28 21:39,6,37.4625,0,0,0
408,2017/3/17 18:24,2,41.175,0,0,0
373,2017/1/29 23:57,9,33.7125,0,0,0
536,2017/6/6 19:56,9,37.4625,0,0,0
732,2017/10/23 17:48,10,29.9625,0,0,0
473,2017/11/13 1:57,8,26.2125,0,0,0
613,2017/7/11 14:04,8,59.9625,0,0,0
475,2017/10/16 19:09,2,26.2125,0,-0.7,0
477,2017/1/7 16:18,3,41.175,0,0,0
796,2017/1/12 5:07,9,37.4625,1.2,0,-1.2
799,2017/7/12 18:56,2,44.9625,0,0,0
56,2017/4/24 16:18,6,63.5625,3.99,0,0
90,2017/5/11 13:08,6,56.0625,3.99,0,0
109,2017/10/29 7:16,4,29.8125,0,0,0
657,2017/8/30 17:16,2,56.2125,3.99,0,0
609,2017/7/23 4:00,4,29.9625,0,0,0
870,2017/7/11 15:43,1,48.7125,0,0,0
55,2017/1/6 8:02,9,63.7125,4.42,0,-4.42
104,2017/7/3 17:54,10,56.2125,4.99,0,-4.99
74,2017/9/15 18:35,7,44.9625,0,0,0
270,2017/7/7 5:03,8,29.9625,6.02,0,0
746,2017/4/14 20:28,2,33.7125,0,0,0
115,2017/8/16 12:26,16,67.425,6.57,0,0
725,2017/8/29 16:37,1,26.2125,0,-1.4,0
208,2017/7/14 14:51,3,37.4625,0,0,0
464,2017/2/18 2:48,3,56.0625,0,0,0
303,2017/11/9 23:37,2,56.2125,0,0,0
889,2017/2/5 21:56,7,33.7125,1.57,0,-1.57
637,2017/5/14 14:34,5,41.2125,3,0,-3
955,2017/9/5 18:57,6,37.4625,4.98,0,-4.98
259,2017/7/16 21:14,2,52.4625,2,0,-2
545,2017/12/4 12:10,7,41.2125,0,0,0
49,2017/4/10 4:15,1,59.9625,0,0,0
414,2017/8/15 16:07,5,41.2125,0,0,0
289,2017/11/25 23:06,8,74.9625,0,0,0
267,2017/10/21 19:50,7,41.2125,0,0,0
47,2017/3/27 22:40,20,261.5625,9.29,0,-9.29
509,2017/5/24 23:06,4,22.4625,0,0,0
550,2017/1/1 20:35,6,63.7125,0,0,0
578,2017/10/30 0:01,7,29.8125,0,0,0
652,2017/8/4 20:46,6,93.7125,0,0,0
471,2017/10/18 17:15,3,29.8125,0,0,0
193,2017/7/12 2:13,6,67.4625,0,0,0
928,2017/2/7 20:55,9,63.7125,0,0,0
897,2017/3/11 3:23,9,59.8125,1.49,0,-1.49
584,2017/6/3 22:57,5,37.3125,0,0,0
795,2017/5/7 1:45,9,41.2125,8.19,0,0
949,2017/3/24 12:35,2,41.2125,0,0,0
465,2017/9/21 3:12,8,33.5625,0,0,0
24,2017/6/13 12:50,8,29.9625,0,0,0
295,2017/7/21 3:01,8,37.4625,0,0,0
604,2017/7/23 16:11,3,67.4625,0,0,0
425,2017/12/8 18:21,2,52.4625,0,0,0
399,2017/5/5 22:38,2,33.7125,0,0,0
590,2017/1/24 1:09,6,67.4625,0,0,0
456,2017/9/16 13:43,10,89.9625,5.99,0,0
478,2017/10/10 23:07,5,37.4625,0,0,0
812,2017/12/7 21:50,8,63.7125,2.56,0,-2.56
592,2017/4/6 15:26,9,37.4625,0,0,0
873,2017/1/11 6:08,9,22.4625,0,0,0
449,2017/7/11 6:45,6,179.8875,0,0,0
288,2017/3/25 23:37,5,61.0875,6.98,0,0
333,2017/9/29 0:17,1,29.9625,0,0,0
431,2017/8/23 16:25,14,67.425,0,0,0
524,2017/9/24 4:41,4,33.5625,1.65,0,-1.65
993,2017/7/15 17:13,4,71.2125,0,0,0
261,2017/5/22 0:06,6,37.4625,0,0,0
806,2017/2/15 16:51,5,52.4625,4.44,0,-4.44
123,2017/12/1 22:13,9,33.7125,0,0,0
588,2017/9/11 6:34,9,48.7125,0,0,0
696,2017/5/3 1:15,4,63.5625,0,0,0
987,2017/12/9 6:45,1,63.7125,0,0,0
842,2017/7/9 0:14,10,63.5625,0,0,0
810,2017/10/2 20:28,3,28.4625,0,-0.76,0
840,2017/8/30 22:41,4,63.5625,0,0,0
139,2017/11/24 15:27,8,52.4625,0,0,0
320,2017/3/6 14:33,5,63.7125,0,0,0
574,2017/9/13 4:33,3,22.4625,0.99,0,0
846,2017/7/30 15:23,7,67.4625,0,0,0
869,2017/3/21 21:24,7,44.9625,0,0,0
468,2017/1/16 0:09,3,44.8125,8.13,0,0
81,2017/7/11 22:14,7,22.4625,0,0,0
112,2017/11/3 10:33,5,26.2125,2.17,0,-2.17
649,2017/1/1 5:52,8,48.7125,4.89,0,0
397,2017/3/11 19:42,8,29.8125,6.02,0,0
121,2017/9/25 16:43,10,22.4625,0,0,0
33,2017/5/8 3:16,1,41.2125,0,0,0
128,2017/4/4 4:24,6,41.2125,0,0,0
135,2017/5/24 4:08,9,59.8125,0,0,0
244,2017/11/24 20:40,3,71.2125,0,0,0
206,2017/1/1 15:02,3,63.7125,3.81,0,-3.81
228,2017/9/15 0:42,5,67.4625,4.99,0,0
933,2017/6/27 1:44,9,86.2125,0,0,0
529,2017/1/27 1:16,6,29.9625,0,0,0
576,2017/5/28 8:41,5,44.8125,0,0,0
532,2017/1/6 21:46,4,37.4625,0,0,0
731,2017/11/25 12:31,6,56.2125,0,0,0
815,2017/11/14 14:26,4,22.4625,0,0,0
634,2017/9/5 1:29,6,47.2125,0,0,0
807,2017/3/9 0:33,1,56.0625,6.98,0,0
706,2017/6/20 23:11,7,52.4625,0,0,0
959,2017/11/23 20:07,6,56.2125,0,0,0
789,2017/5/7 23:09,3,37.4625,2.65,0,-2.65
702,2017/8/21 2:05,8,67.4625,0,0,0
53,2017/1/4 16:14,5,52.4625,8.31,0,0
417,2017/3/25 18:59,5,63.7125,0,0,0
504,2017/6/3 16:46,7,37.4625,1.97,0,-1.97
354,2017/8/8 15:19,7,44.9625,2.4,0,-2.4
881,2017/10/11 8:30,9,52.3125,4.99,0,-4.99
432,2017/11/20 9:40,7,86.2125,0,0,0
985,2017/6/26 23:27,4,149.9625,0,0,0
309,2017/1/10 17:47,2,41.175,3.18,0,0
744,2017/9/20 23:40,4,22.4625,1.99,0,-1.99
718,2017/7/18 21:25,5,37.4625,0,0,0
215,2017/9/12 0:13,6,33.7125,0,0,0
272,2017/8/23 20:16,9,37.425,3.99,0,0
611,2017/7/22 20:23,4,33.7125,4.29,0,0
973,2017/12/14 21:12,9,59.9625,2,0,-2
252,2017/1/9 13:34,5,33.7125,6.17,0,0
618,2017/9/16 22:40,8,74.9625,0,0,0
340,2017/12/15 7:32,5,37.4625,0,0,0
409,2017/4/23 16:14,2,29.925,0,0,0
835,2017/2/5 4:09,2,59.8125,0,0,0
693,2017/1/5 22:24,7,26.2125,5.99,0,0
476,2017/12/4 2:47,4,22.0875,0,0,0
992,2017/8/24 19:52,3,73.4625,6.25,0,0
500,2017/2/11 21:59,2,41.2125,0,0,0
602,2017/9/18 20:31,5,36.7125,0,-0.98,0
467,2017/7/12 5:38,8,71.2125,0,0,0
544,2017/11/3 3:40,4,37.4625,0,0,0
626,2017/7/2 2:51,9,26.2125,0,0,0
290,2017/1/15 0:29,4,44.925,0,0,0
822,2017/10/30 0:14,5,37.4625,0,0,0
413,2017/11/4 15:16,2,73.4625,0,0,0
277,2017/11/5 17:59,9,37.4625,0,0,0
852,2017/10/24 14:43,4,37.4625,0,0,0
882,2017/1/2 16:00,10,48.7125,5.99,0,0
998,2017/10/28 21:36,8,26.0625,0,0,0
483,2017/8/20 21:11,8,67.4625,3.99,0,0
953,2017/7/11 20:28,9,59.9625,0,0,0
640,2017/1/10 3:03,7,41.2125,0,0,0
968,2017/6/20 4:00,5,48.5625,0,0,0
264,2017/4/28 4:54,3,33.5625,0,0,0
989,2017/10/14 3:23,10,29.8125,0,0,0
931,2017/3/12 2:20,2,41.2125,0,0,0
463,2017/8/26 11:26,1,67.4625,4.98,0,-4.98
326,2017/6/11 18:31,6,37.4625,0,0,0
879,2017/11/24 6:59,10,63.7125,0,0,0
146,2017/11/24 14:18,5,59.9625,0,0,0
133,2017/5/22 15:08,3,37.4625,0,-1.5,0
535,2017/7/7 18:12,5,228.7125,0,0,0
920,2017/2/12 1:13,3,37.4625,0,-1,0
748,2017/10/29 13:30,5,35.9625,1.92,0,-1.92
930,2017/10/1 19:32,6,67.4625,4.1,0,-4.1
743,2017/3/14 13:29,4,37.4625,0,0,0
429,2017/6/3 18:41,7,52.4625,0,0,0
38,2017/4/18 20:06,4,41.2125,0,0,0
229,2017/7/11 22:26,10,67.4625,0,0,0
770,2017/7/18 0:45,8,41.2125,0,0,0
883,2017/10/10 21:57,6,26.2125,0,0,0
253,2017/3/18 23:17,9,41.2125,0,0,0
599,2017/3/16 14:18,3,63.7125,0,0,0
534,2017/12/4 4:56,8,32.2125,10.24,-0.38,0
406,2017/1/31 23:43,6,37.4625,0,0,0
872,2017/12/14 22:01,7,29.9625,0,0,0
122,2017/10/27 4:53,3,41.2125,0,0,0
106,2017/5/5 1:32,3,41.0625,0,0,0
39,2017/10/30 0:58,5,22.4625,0,0,0
530,2017/2/5 5:40,6,44.9625,0,0,0
934,2017/8/5 21:18,5,52.4625,0,0,0
970,2017/7/2 3:00,2,67.4625,0,0,0
358,2017/8/8 5:32,6,56.2125,0,0,0
13,2017/10/23 21:40,3,29.8125,6.31,0,0
570,2017/1/13 17:44,3,67.4625,0,0,0
223,2017/5/7 19:11,9,26.175,0,0,0
385,2017/4/14 14:17,10,26.2125,0,0,0
17,2017/12/4 1:33,2,22.0125,0,0,0
89,2017/1/7 16:10,5,26.2125,0,0,0
177,2017/11/22 20:42,1,59.9625,0,0,0
581,2017/8/31 16:31,5,67.4625,0,0,0
936,2017/7/22 2:32,2,48.7125,2.19,0,0
200,2017/1/30 20:23,8,56.0625,4.58,0,-4.58
480,2017/2/12 15:47,7,52.4625,3.99,0,0
868,2017/7/4 15:12,9,22.4625,0,0,0
246,2017/12/15 22:36,3,63.7125,0,0,0
420,2017/4/20 1:15,6,44.9625,6.5,0,0
651,2017/7/7 23:22,2,37.4625,0,0,0
829,2017/6/24 2:06,10,47.2125,3.81,0,-3.81
258,2017/11/18 20:12,9,67.4625,0,0,0
675,2017/11/23 21:11,2,86.2125,0,0,0
299,2017/8/18 4:42,5,59.9625,5.53,0,-5.53
367,2017/5/1 23:38,6,33.7125,0,0,0
368,2017/4/9 15:14,7,86.0625,0,0,0
981,2017/6/19 23:56,2,29.9625,8.95,0,0
880,2017/3/6 7:28,9,29.9625,0,0,0
850,2017/11/3 13:25,4,59.9625,6.98,0,0
102,2017/3/12 22:06,4,41.175,0,0,0
7,2017/7/13 13:18,7,59.9625,0,0,0
785,2017/3/8 16:47,7,33.7125,0,0,0
492,2017/4/21 13:32,8,44.9625,0,0,0
600,2017/7/26 20:34,2,44.9625,0,0,0
45,2017/5/17 21:43,6,44.9625,1.26,0,0
589,2017/9/18 4:36,3,37.3125,0,0,0
917,2017/7/17 0:34,9,56.2125,0,0,0
176,2017/9/5 2:08,5,44.9625,5.98,0,-5.98
422,2017/12/12 1:24,4,37.4625,0,0,0
156,2017/3/14 23:29,4,56.2125,0,0,0
519,2017/2/6 23:46,5,48.7125,0,0,0
854,2017/1/2 3:39,8,101.2125,0,0,0
871,2017/11/24 18:32,8,116.2125,0,0,0
2,2017/11/14 21:29,5,26.2125,0,0,0
339,2017/11/17 16:49,3,22.4625,0,0,0
19,2017/3/8 14:20,4,67.4625,0,0,0
537,2017/12/16 2:48,7,29.9625,0,0,0
876,2017/6/16 17:04,2,41.2125,0,0,0
778,2017/4/16 22:00,3,56.0625,0,0,0
427,2017/8/13 3:55,5,22.4625,0,0,0
866,2017/1/14 3:02,6,41.2125,0,0,0
357,2017/9/30 13:07,2,37.4625,0,0,0
